"EmploymentEducationID","EnrollmentID","PersonalID","InformationDate","LastGradeCompleted","SchoolStatus","Employed","EmploymentType","NotEmployedReason","DataCollectionStage","DateCreated","DateUpdated","UserID","DateDeleted","ExportID"
"_3yn4c_3xbp6","189434","91456",2021-01-14,99,99,99,,,1,2021-01-14 00:00:00,2022-05-05 00:00:00,"889",,"26EAD10C47A7B6F9D671B36EAD8D3678"
"_3yn4d_3xaje","191070","91216",2020-03-16,99,99,99,,,1,2021-04-09 00:00:00,2022-05-05 00:00:00,"889",,"26EAD10C47A7B6F9D671B36EAD8D3678"
"_3yn4e_3x0ex","190099","91033",2019-10-17,99,99,1,99,,1,2019-10-17 00:00:00,2022-05-05 00:00:00,"889",,"26EAD10C47A7B6F9D671B36EAD8D3678"
"_3yn4f_3xb5b","192887","91140",2020-09-08,99,99,1,99,,1,2021-04-13 00:00:00,2022-05-05 00:00:00,"889",,"26EAD10C47A7B6F9D671B36EAD8D3678"
"_3yn4g_3x05z","191413","91073",2020-08-31,99,99,99,,,1,2021-04-09 00:00:00,2022-05-05 00:00:00,"889",,"26EAD10C47A7B6F9D671B36EAD8D3678"
"_3yn4h_3xc3l","190128","93451",2021-07-16,99,99,99,,,1,2021-09-01 00:00:00,2022-05-05 00:00:00,"889",,"26EAD10C47A7B6F9D671B36EAD8D3678"
"_3yn4i_3xdb9","190127","91432",2020-12-25,99,99,1,99,,1,2021-01-06 00:00:00,2022-05-05 00:00:00,"889",,"26EAD10C47A7B6F9D671B36EAD8D3678"
"_3yn4j_3x048","190199","91500",2021-07-28,99,99,1,99,,1,2021-09-01 00:00:00,2022-05-05 00:00:00,"889",,"26EAD10C47A7B6F9D671B36EAD8D3678"
"_3yn4k_3xc5s","191875","91500",2020-11-02,99,99,99,,,1,2020-11-03 00:00:00,2022-05-05 00:00:00,"889",,"26EAD10C47A7B6F9D671B36EAD8D3678"
"_3yn4l_3xcb6","192774","91019",2019-10-17,99,99,1,99,,1,2021-03-29 00:00:00,2022-05-05 00:00:00,"889",,"26EAD10C47A7B6F9D671B36EAD8D3678"
"_3yn4m_3xbt8","192328","93843",2019-02-16,99,99,99,,,1,2019-02-18 00:00:00,2022-05-05 00:00:00,"889",,"26EAD10C47A7B6F9D671B36EAD8D3678"
"_3yn4n_3x8zj","190125","91149",2020-04-09,99,99,1,99,,1,2020-04-09 00:00:00,2022-05-05 00:00:00,"889",,"26EAD10C47A7B6F9D671B36EAD8D3678"
