FunderID,ProjectID,Funder,OtherFunder,GrantID,StartDate,EndDate,DateCreated,DateUpdated,UserID,DateDeleted,ExportID
1688,1362,47,,ZEWRDZ,2020-03-01,,2020-12-23 17:41:03,2020-12-23 17:41:03,23,,MERGED-ID
1689,1362,8,,ACSJXE,2017-03-22,,2020-12-23 17:41:24,2020-12-23 17:41:24,23,,MERGED-ID
1985,1495,3,,NJCHPS,2021-09-01,2022-08-31,2021-12-08 12:45:58,2021-12-08 12:45:58,27,,MERGED-ID
1124,1495,3,,PCUSEB,2019-09-01,2020-08-31,2019-08-22 14:30:01,2021-12-08 12:44:22,27,,MERGED-ID
1984,1495,3,,JQTFCD,2020-09-01,2021-08-31,2021-12-08 12:44:44,2021-12-08 12:44:44,27,,MERGED-ID
2215,1615,4,,HIWKJI,2020-11-09,,2022-09-26 12:36:02,2022-09-26 12:36:02,18,,MERGED-ID
1218,1060,10,,RQNZXL,2019-01-01,2019-12-31,2020-01-23 11:36:56,2020-01-23 11:36:56,15,,MERGED-ID
75,1060,10,,KXVXXX,2015-01-01,2016-12-31,2015-02-10 10:29:03,2019-11-12 17:00:09,23,,MERGED-ID
1167,1060,10,,YBVSEV,2020-01-01,2021-12-31,2019-11-12 17:00:30,2019-11-12 17:00:30,23,,MERGED-ID
561,780,2,,WOIQRV,2015-10-01,2016-09-30,2016-02-11 11:21:14,2021-12-09 18:04:45,27,,MERGED-ID
1966,780,2,,CJCAJV,2021-10-01,2022-09-30,2021-12-03 16:47:57,2021-12-03 16:47:57,27,,MERGED-ID
802,780,2,,OMFVMO,2016-10-01,2017-09-30,2017-05-09 13:11:41,2021-12-09 18:04:55,27,,MERGED-ID
1919,780,2,,DNWBZY,2020-10-01,2021-09-30,2021-11-19 15:55:42,2021-12-03 16:47:08,27,,MERGED-ID
1994,780,34,,RXLSXA,2008-09-16,2014-03-31,2021-12-09 18:06:33,2021-12-09 18:06:33,27,,MERGED-ID
1115,780,2,,RQNZXL,2019-10-01,2020-09-30,2019-05-22 12:32:56,2021-12-09 18:05:23,27,,MERGED-ID
649,780,2,,KXVXXX,2014-04-01,2015-09-30,2016-07-22 12:37:39,2021-12-09 18:04:35,27,,MERGED-ID
982,780,2,,YBVSEV,2018-10-01,2019-09-30,2018-05-16 09:31:44,2021-12-09 18:05:16,27,,MERGED-ID
964,780,2,,ZEWRDZ,2017-10-01,2018-09-30,2018-05-16 08:03:53,2021-12-09 18:05:01,27,,MERGED-ID
997,1428,3,,RUKDCJ,2018-01-01,2018-12-31,2018-05-16 10:11:52,2021-12-09 17:10:03,27,,MERGED-ID
998,1428,3,,FSOJWF,2019-01-01,2019-12-31,2018-05-16 10:12:15,2021-12-09 17:09:54,27,,MERGED-ID
1975,1428,3,,WLTCHJ,2022-01-01,2022-12-31,2021-12-08 10:45:41,2021-12-09 17:09:27,27,,MERGED-ID
1928,1428,3,,PVXITS,2021-01-01,2021-12-31,2021-11-19 16:14:19,2021-12-09 17:09:36,27,,MERGED-ID
1658,1428,3,,EWAKIU,2020-01-01,2020-12-31,2020-10-27 13:02:41,2021-12-09 17:09:45,27,,MERGED-ID
898,1419,11,,PVXITS,2018-01-01,,2018-01-04 16:22:50,2018-01-04 16:23:21,15,,MERGED-ID
569,388,5,,WUOBOT,2015-05-01,2016-04-30,2016-02-11 12:22:25,2016-02-11 12:22:25,18,,MERGED-ID
978,388,5,,LMKKUT,2018-05-01,2019-04-30,2018-05-16 09:13:00,2018-05-16 09:13:00,18,,MERGED-ID
638,388,5,,DKBGNV,2014-05-01,2015-04-30,2016-07-22 12:08:59,2016-07-22 12:08:59,18,,MERGED-ID
1471,388,47,,FEQLKH,2020-03-01,,2020-10-22 18:35:21,2020-10-22 18:35:21,23,,MERGED-ID
798,388,5,,CZQTYF,2016-05-01,2017-04-30,2017-05-09 13:05:46,2017-05-09 13:05:46,18,,MERGED-ID
1956,388,5,,VVOFXC,2019-05-01,2020-04-30,2021-11-30 17:05:22,2021-12-13 18:40:03,27,,MERGED-ID
977,388,5,,QZTKNE,2017-05-01,2018-04-30,2018-05-16 09:12:36,2018-05-16 09:12:36,18,,MERGED-ID
864,1409,9,,RUKDCJ,2015-01-01,2016-12-31,2017-10-31 12:27:43,2019-11-12 17:09:19,23,,MERGED-ID
1173,1409,9,,FSOJWF,2020-01-01,2021-12-31,2019-11-12 17:09:37,2019-11-12 17:09:37,23,,MERGED-ID
1225,1409,9,,WLTCHJ,2019-01-01,2019-12-31,2020-01-23 11:46:45,2020-01-23 11:46:45,15,,MERGED-ID
89,93,8,,VOUTQL,2015-01-01,,2015-02-25 14:27:46,2020-01-23 11:30:14,15,,MERGED-ID
1487,93,47,,QNWCXQ,2020-03-01,,2020-10-22 19:00:29,2020-10-22 19:00:29,23,,MERGED-ID
1188,93,34,,JWFHTJ,2020-01-01,2020-12-31,2019-11-14 12:33:57,2019-11-14 12:33:57,23,,MERGED-ID
