InventoryID,ProjectID,CoCCode,HouseholdType,Availability,UnitInventory,BedInventory,CHVetBedInventory,YouthVetBedInventory,VetBedInventory,CHYouthBedInventory,YouthBedInventory,CHBedInventory,OtherBedInventory,ESBedType,InventoryStartDate,InventoryEndDate,DateCreated,DateUpdated,UserID,DateDeleted,ExportID
4975330,1546,XX-500,1,1,1,16,0,0,0,0,0,0,16,1,2020-10-01,,2022-04-12 00:00:00,2022-04-12 00:00:00,889,,E79AAC483B90809B4FDFFB272AA252BD
4975254,1547,XX-500,1,1,25,25,0,0,0,0,0,0,25,1,2018-05-01,,2022-04-04 00:00:00,2022-04-04 00:00:00,889,,E79AAC483B90809B4FDFFB272AA252BD
4975257,1544,XX-500,4,1,4,4,0,0,0,0,4,0,0,1,2016-10-01,,2022-04-10 00:00:00,2022-04-10 00:00:00,889,,E79AAC483B90809B4FDFFB272AA252BD
4975285,1548,XX-500,1,1,10,10,0,0,0,0,0,0,10,1,2020-06-22,,2022-04-10 00:00:00,2022-04-10 00:00:00,889,,E79AAC483B90809B4FDFFB272AA252BD
4975321,1552,XX-500,1,,28,28,0,0,0,0,0,28,0,,2018-07-01,,2022-04-11 00:00:00,2022-04-11 00:00:00,889,,E79AAC483B90809B4FDFFB272AA252BD
4975291,1550,XX-500,1,,2,4,0,0,0,0,0,0,4,,2012-01-01,,2022-04-10 00:00:00,2022-04-10 00:00:00,889,,E79AAC483B90809B4FDFFB272AA252BD
4975292,1550,XX-500,3,,2,5,0,0,0,0,0,0,5,,2012-01-01,,2022-04-10 00:00:00,2022-04-10 00:00:00,889,,E79AAC483B90809B4FDFFB272AA252BD
4975318,1551,XX-500,1,,57,57,0,0,57,0,0,0,0,,2016-09-01,,2022-04-11 00:00:00,2022-04-11 00:00:00,889,,E79AAC483B90809B4FDFFB272AA252BD
4975295,1554,XX-500,1,,4,4,0,0,0,0,0,0,4,,2019-06-01,,2022-04-10 00:00:00,2022-04-10 00:00:00,889,,E79AAC483B90809B4FDFFB272AA252BD
4975305,1555,XX-500,1,,15,15,0,0,0,0,15,0,0,,2020-10-01,,2022-04-11 00:00:00,2022-04-11 00:00:00,889,,E79AAC483B90809B4FDFFB272AA252BD
4975324,1556,XX-500,3,,9,23,0,0,2,0,2,0,19,,2021-07-01,,2022-04-11 00:00:00,2022-04-11 00:00:00,889,,E79AAC483B90809B4FDFFB272AA252BD
4975325,1556,XX-500,1,,10,13,0,0,0,0,0,0,13,,2021-07-01,,2022-04-11 00:00:00,2022-04-11 00:00:00,889,,E79AAC483B90809B4FDFFB272AA252BD
4975266,1553,XX-500,1,,8,8,0,0,8,0,0,0,0,,2019-10-01,,2022-04-10 00:00:00,2022-04-10 00:00:00,889,,E79AAC483B90809B4FDFFB272AA252BD
4975267,1553,XX-500,3,,1,2,0,0,2,0,0,0,0,,2019-10-01,,2022-04-10 00:00:00,2022-04-10 00:00:00,889,,E79AAC483B90809B4FDFFB272AA252BD
4975260,1557,XX-500,1,,9,9,0,0,0,0,9,0,0,,2016-10-01,,2022-04-10 00:00:00,2022-04-10 00:00:00,889,,E79AAC483B90809B4FDFFB272AA252BD
4975315,1561,XX-500,1,,10,10,0,0,0,0,0,0,10,,1996-07-01,,2022-04-11 00:00:00,2022-04-11 00:00:00,889,,E79AAC483B90809B4FDFFB272AA252BD
4975288,1560,XX-500,3,,3,7,0,0,0,0,0,0,7,,2021-01-25,,2022-04-10 00:00:00,2022-04-10 00:00:00,889,,E79AAC483B90809B4FDFFB272AA252BD
4975312,1558,XX-500,3,,8,19,0,0,0,0,0,0,19,,2011-07-01,,2022-04-11 00:00:00,2022-04-11 00:00:00,889,,E79AAC483B90809B4FDFFB272AA252BD
4975263,1559,XX-500,1,,9,9,0,0,0,0,9,0,0,,2020-07-01,,2022-04-10 00:00:00,2022-04-10 00:00:00,889,,E79AAC483B90809B4FDFFB272AA252BD
4975270,1563,XX-500,1,,25,25,0,0,25,0,0,0,0,,2020-10-01,,2022-04-10 00:00:00,2022-04-10 00:00:00,889,,E79AAC483B90809B4FDFFB272AA252BD
4975308,1562,XX-500,1,,4,4,0,0,0,0,4,0,0,,2018-07-31,,2022-04-11 00:00:00,2022-04-11 00:00:00,889,,E79AAC483B90809B4FDFFB272AA252BD
