FunderID,ProjectID,Funder,OtherFunder,GrantID,StartDate,EndDate,DateCreated,DateUpdated,UserID,DateDeleted,ExportID
4975256,1544,22,,,2018-09-30,,2022-04-10 00:00:00,2022-04-10 00:00:00,,,12345
4975262,1559,24,,,2018-09-30,,2022-04-10 00:00:00,2022-04-10 00:00:00,,,12345
4975265,1553,33,,,2012-10-01,,2022-04-10 00:00:00,2022-04-10 00:00:00,,,12345
4975284,1548,8,,,2020-10-01,,2022-04-10 00:00:00,2022-04-10 00:00:00,,,12345
4975287,1560,8,,,2004-04-01,,2022-04-10 00:00:00,2022-04-10 00:00:00,,,12345
4975290,1550,15,,,2020-10-01,,2022-04-10 00:00:00,2022-04-10 00:00:00,,,12345
4975304,1555,3,,,2020-10-01,,2022-04-11 00:00:00,2022-04-11 00:00:00,,,12345
4975309,1562,43,,,2020-10-01,,2022-04-11 00:00:00,2022-04-11 00:00:00,,,12345
4975311,1558,19,,,2020-10-01,,2022-04-11 00:00:00,2022-04-11 00:00:00,,,12345
4975314,1561,5,,,2020-10-01,,2022-04-11 00:00:00,2022-04-11 00:00:00,,,12345
4975317,1551,20,,,2019-09-01,,2022-04-11 00:00:00,2022-04-11 00:00:00,,,12345
4975323,1556,10,,,2021-08-27,2023-08-27,2022-04-11 00:00:00,2022-04-11 00:00:00,,,12345
4975326,1557,6,,,2020-10-01,,2022-04-10 00:00:00,2022-04-12 00:00:00,,,12345
4975327,1563,41,,,2020-10-01,,2022-04-10 00:00:00,2022-04-12 00:00:00,,,12345
4975329,1546,8,,,2020-10-01,,2022-04-12 00:00:00,2022-04-12 00:00:00,,,12345
