"FunderID","ProjectID","Funder","OtherFunder","GrantID","StartDate","EndDate","DateCreated","DateUpdated","UserID","DateDeleted","ExportID"
"1291","527",33,"","","2012-01-01","","2021-09-02 00:00:00","2014-09-12 00:00:00","",,12345
"4717121","790",8,"","","2013-01-01","2024-12-31","2021-09-02 00:00:00","2020-04-22 00:00:00","",,12345
"4717123","958",8,"","","2012-10-01","2021-09-30","2021-09-02 00:00:00","2020-04-22 00:00:00","",,12345
"4717124","960",8,"","","2012-10-01","2021-09-30","2021-09-02 00:00:00","2020-04-22 00:00:00","",,12345
"4717125","882",8,"","","2012-10-01","2022-09-30","2021-09-02 00:00:00","2020-04-22 00:00:00","",,12345
"4717126","441",2,"","","2012-10-01","2021-09-30","2021-08-30 00:00:00","2020-04-22 00:00:00","",,12345
"4717127","808",3,"","","2012-10-01","2022-09-30","2021-09-02 00:00:00","2020-04-22 00:00:00","",,12345
"4717128","957",3,"","","2012-10-01","2022-09-30","2021-09-02 00:00:00","2020-04-22 00:00:00","",,12345
"4717129","242",5,"","","2012-10-01","2022-09-30","2021-09-02 00:00:00","2020-04-22 00:00:00","",,12345
"4773954","1099",41,"","","2012-01-01","","2021-09-02 00:00:00","2021-10-08 00:00:00","",,12345
"4773955","1101",42,"","","2012-01-01","","2021-09-02 00:00:00","2021-10-08 00:00:00","",,12345
"4773956","1102",38,"","","2012-01-01","","2021-09-02 00:00:00","2021-10-08 00:00:00","",,12345
"4773957","1103",27,"","","2012-01-01","","2021-09-02 00:00:00","2021-10-08 00:00:00","",,12345
"4773958","1492",24,"","","2018-01-01","","2021-09-02 00:00:00","2021-10-08 00:00:00","",,12345
"4773959","1011",20,"","","2012-01-01","","2021-09-20 00:00:00","2021-10-08 00:00:00","",,12345
"4773960","1495",19,"","","2010-01-01","","2021-09-20 00:00:00","2021-10-08 00:00:00","",,12345
"4773961","1497",16,"","","2010-01-01","","2021-09-02 00:00:00","2021-10-08 00:00:00","",,12345
