"ProjectID","OrganizationID","ProjectName","ProjectCommonName","OperatingStartDate","OperatingEndDate","ContinuumProject","ProjectType","HousingType","ResidentialAffiliation","TrackingMethod","HMISParticipatingProject","TargetPopulation","HOPWAMedAssistedLivingFac","PITCount","DateCreated","DateUpdated","UserID","DateDeleted","ExportID"
"1011","7007","DataLab - VA HUD VASH","","2015-01-01","",1,3,3,,,1,4,2,,"2021-09-20 12:00:00","2021-09-20 12:00:00","",,12345
"1099","7007","DataLab - VA GPD TH","","2015-01-01","",1,2,1,,,1,4,2,,"2021-09-02 12:00:00","2021-09-02 12:00:00","",,12345
"1101","7007","DataLab - VA GPD Transition in place PH-Housing On","","2015-01-01","",1,9,3,,,1,4,2,,"2021-09-02 12:00:00","2021-09-02 12:00:00","",,12345
"1102","7007","DataLab - VA HCHV Low demand safe haven","","2015-01-01","",1,8,1,,,1,4,2,,"2021-09-02 12:00:00","2021-09-02 12:00:00","",,12345
"1103","7007","DataLab - VA HCHV CRS: EH","","2015-01-01","",1,1,1,,0,1,4,2,,"2021-09-02 12:00:00","2021-09-02 12:00:00","",,12345
"1492","7007","DataLab - Transitional Housing YHDP","","2018-01-01","",1,2,2,,,1,4,2,,"2021-09-02 12:00:00","2021-09-02 12:00:00","",,12345
"1495","7007","DataLab - HOPWA TH","","2010-01-01","",1,2,2,,,1,3,0,,"2021-09-20 12:00:00","2021-09-20 12:00:00","",,12345
"1497","7007","DataLab - HOPWA PH","","2010-01-01","",1,3,3,,,1,3,0,,"2021-09-02 12:00:00","2021-09-02 12:00:00","",,12345
"240","7007","DataLab - Emergency Shelter with CE","","2010-01-01","",1,1,1,,0,1,4,2,,"2021-09-02 12:00:00","2021-09-02 12:00:00","",,12345
"242","7007","DataLab - Transitional Housing","","2010-01-01","",1,2,1,,,1,4,2,,"2021-09-02 12:00:00","2021-09-02 12:00:00","",,12345
"441","7007","DataLab - Permanent Supportive Housing","","2010-01-01","",1,3,3,,,1,4,2,,"2021-08-30 12:00:00","2021-08-30 12:00:00","",,12345
"527","7007","DataLab - VA SSVF (RRH)","","2012-01-01","",1,13,3,,,1,4,2,,"2021-09-02 12:00:00","2021-09-02 12:00:00","",,12345
"790","7007","DataLab - RHY Basic Center Program (Emergency Shel","","1997-05-18","",1,1,1,,0,1,4,2,,"2021-09-02 12:00:00","2021-09-02 12:00:00","",,12345
"792","7007","DataLab - RHY Transitional Housing","","2010-01-01","",1,2,3,,,1,4,2,,"2021-09-02 12:00:00","2021-09-02 12:00:00","",,12345
"808","7007","DataLab - RRH","","2017-01-01","",1,13,3,,,1,4,2,,"2021-09-02 12:00:00","2021-09-02 12:00:00","",,12345
"882","7007","DataLab - Emergency Shelter NBN","","2012-10-01","",1,1,2,,3,1,4,2,,"2021-09-02 12:00:00","2021-09-02 12:00:00","",,12345
"957","7007","DataLab - RRH 2","","2010-01-01","",1,13,1,,,1,4,2,,"2021-09-02 12:00:00","2021-09-02 12:00:00","",,12345
"958","7007","DataLab - Emergency Shelter 2","","2010-01-01","",1,1,1,,0,1,4,2,,"2021-09-02 12:00:00","2021-09-02 12:00:00","",,12345
"960","7007","DataLab - Emergency Shelter 3","","2010-01-01","",1,1,1,,0,1,4,2,,"2021-09-02 12:00:00","2021-09-02 12:00:00","",,12345
