FunderID,ProjectID,Funder,OtherFunder,GrantID,StartDate,EndDate,DateCreated,DateUpdated,UserID,DateDeleted,ExportID
4975287,1560,8,"",12345,2004-04-01,,2022-04-10 00:00:00,2022-04-10 00:00:00,889,,MERGED-ID
4975299,1568,21,"",12345,2020-10-01,,2022-04-10 00:00:00,2022-04-10 00:00:00,889,,MERGED-ID
4975252,1547,8,"",ABC910,2020-10-01,2021-09-30,2022-05-03 00:00:00,2022-04-04 00:00:00,889,,MERGED-ID
4975282,1565,11,"",1234567,2019-01-18,,2022-04-10 00:00:00,2022-04-10 00:00:00,889,,MERGED-ID
4975256,1544,22,"",55VY5555,2018-09-30,,2022-04-10 00:00:00,2022-04-10 00:00:00,889,,MERGED-ID
4975276,1566,11,"",11111,2020-10-01,,2022-04-10 00:00:00,2022-04-10 00:00:00,889,,MERGED-ID
4975262,1559,24,"",55YY12345678,2018-09-30,,2022-04-10 00:00:00,2022-04-10 00:00:00,889,,MERGED-ID
4975326,1557,27,"",12345,2020-10-01,,2022-04-10 00:00:00,2022-04-12 00:00:00,889,,MERGED-ID
4975304,1555,3,"",XX123456789,2020-10-01,,2022-04-11 00:00:00,2022-04-11 00:00:00,889,,MERGED-ID
4975314,1561,5,"",XX1234567,2020-10-01,,2022-04-11 00:00:00,2022-04-11 00:00:00,889,,MERGED-ID
4975297,1564,9,"",12345,2019-07-01,,2022-04-10 00:00:00,2022-04-10 00:00:00,889,,MERGED-ID
4975311,1558,19,"",12345,2020-10-01,,2022-04-11 00:00:00,2022-04-11 00:00:00,889,,MERGED-ID
4975317,1551,20,"",XX1234567,2019-09-01,,2022-04-11 00:00:00,2022-04-11 00:00:00,889,,MERGED-ID
4975290,1550,15,"",1234567,2020-10-01,,2022-04-10 00:00:00,2022-04-10 00:00:00,889,,MERGED-ID
4975265,1553,33,"",11-XX-111,2012-10-01,,2022-04-10 00:00:00,2022-04-10 00:00:00,889,,MERGED-ID
4975278,1567,4,"",12345,2020-11-01,,2022-05-05 00:00:00,2022-04-10 00:00:00,889,,MERGED-ID
4975309,1562,43,"",XX1234567,2020-10-01,,2022-04-11 00:00:00,2022-04-11 00:00:00,889,,MERGED-ID
4975284,1548,8,"",12345,2020-10-01,,2022-04-10 00:00:00,2022-04-10 00:00:00,889,,MERGED-ID
4975329,1546,8,"",12345,2020-10-01,,2022-04-12 00:00:00,2022-04-12 00:00:00,889,,MERGED-ID
4975294,1554,10,"",JJ1234,2021-06-01,,2022-04-10 00:00:00,2022-04-10 00:00:00,889,,MERGED-ID
4975327,1563,41,"",11111,2020-10-01,,2022-04-10 00:00:00,2022-04-12 00:00:00,889,,MERGED-ID
4975323,1556,10,"",12345,2021-08-27,2023-08-27,2022-04-11 00:00:00,2022-04-11 00:00:00,889,,MERGED-ID
