"EmploymentEducationID","EnrollmentID","PersonalID","InformationDate","LastGradeCompleted","SchoolStatus","Employed","EmploymentType","NotEmployedReason","DataCollectionStage","DateCreated","DateUpdated","UserID","DateDeleted","ExportID"
"_3x29e_3xao1","192930","90568",2020-12-23,99,99,99,,,1,2021-04-02 00:00:00,2021-04-02 00:00:00,"0",,"94467172001A453A6D3D09F2253DB490"
"_3x2d3_3xbig","190154","90715",2019-04-05,99,99,1,99,,1,2020-12-28 00:00:00,2020-12-28 00:00:00,"0",,"94467172001A453A6D3D09F2253DB490"
"_3x2mn_3xc0d","192935","91013",2020-12-03,99,99,1,99,,1,2020-12-07 00:00:00,2021-09-30 00:00:00,"0",,"94467172001A453A6D3D09F2253DB490"
"_3x2nv_3x06d","193054","91054",2019-10-31,99,99,99,,,1,2020-12-28 00:00:00,2020-12-28 00:00:00,"0",,"94467172001A453A6D3D09F2253DB490"
"_3x2oh_3xbcb","192959","91075",2020-09-03,99,99,1,99,,1,2020-12-28 00:00:00,2020-12-28 00:00:00,"0",,"94467172001A453A6D3D09F2253DB490"
"_3x2p2_3xbl1","192970","91093",2020-09-01,99,99,1,99,,1,2020-09-08 00:00:00,2021-04-02 00:00:00,"0",,"94467172001A453A6D3D09F2253DB490"
"_3x2pl_3x0pq","192964","91112",2020-08-17,99,99,1,99,,1,2020-12-28 00:00:00,2020-12-28 00:00:00,"0",,"94467172001A453A6D3D09F2253DB490"
"_3x2pp_3xba6","192997","91116",2020-09-04,99,99,1,99,,1,2020-09-24 00:00:00,2021-04-02 00:00:00,"0",,"94467172001A453A6D3D09F2253DB490"
"_3x2qj_3xbmo","190156","91145",2020-04-01,99,99,1,99,,1,2020-06-12 00:00:00,2021-12-29 00:00:00,"0",,"94467172001A453A6D3D09F2253DB490"
"_3x2r2_3xc1f","190289","91162",2020-09-17,99,99,0,,99,1,2020-12-28 00:00:00,2021-12-27 00:00:00,"0",,"94467172001A453A6D3D09F2253DB490"
"_3x2t9_3xax9","190853","91228",2020-02-04,99,99,1,99,,1,2020-02-11 00:00:00,2022-01-21 00:00:00,"0",,"94467172001A453A6D3D09F2253DB490"
"_3x2wt_3x0zl","190153","91324",2021-05-01,99,99,0,,99,1,2021-09-14 00:00:00,2021-12-29 00:00:00,"0",,"94467172001A453A6D3D09F2253DB490"
"_3x32x_3xccw","193034","91471",2021-08-09,99,99,1,99,,1,2021-09-17 00:00:00,2021-09-17 00:00:00,"0",,"94467172001A453A6D3D09F2253DB490"
"_3x33e_3x8s9","192951","91487",2020-12-04,99,99,1,99,,1,2020-12-07 00:00:00,2021-09-30 00:00:00,"0",,"94467172001A453A6D3D09F2253DB490"
"_3x34t_3x0lt","193097","91527",2020-10-13,99,99,1,99,,1,2020-12-28 00:00:00,2021-09-30 00:00:00,"0",,"94467172001A453A6D3D09F2253DB490"
"_3x3p8_3xal8","192986","92135",2021-04-06,99,99,1,99,,1,2021-04-27 00:00:00,2021-04-27 00:00:00,"0",,"94467172001A453A6D3D09F2253DB490"
"_3x3qi_3xa6h","193179","92170",2021-07-01,99,99,1,99,,1,2021-08-09 00:00:00,2021-09-30 00:00:00,"0",,"94467172001A453A6D3D09F2253DB490"
"_3x3ua_3x0xz","190781","92273",2021-07-01,99,99,1,99,,1,2021-09-13 00:00:00,2021-09-13 00:00:00,"0",,"94467172001A453A6D3D09F2253DB490"
"_3x3ua_3xbg1","190781","92273",2021-03-05,99,99,99,,,1,2021-04-12 00:00:00,2021-04-12 00:00:00,"0",,"94467172001A453A6D3D09F2253DB490"
"_3x3ue_3xcdq","190109","92276",2021-04-26,99,99,1,99,,1,2021-05-25 00:00:00,2021-12-28 00:00:00,"0",,"94467172001A453A6D3D09F2253DB490"
"_3x3wd_3x0aj","193186","92339",2021-04-06,99,99,0,,99,1,2021-12-29 00:00:00,2021-12-29 00:00:00,"0",,"94467172001A453A6D3D09F2253DB490"
"_3x44i_3xbfm","192403_28015","92563",2021-06-01,99,99,99,,,1,2021-09-16 00:00:00,2021-09-16 00:00:00,"0",,"94467172001A453A6D3D09F2253DB490"
"_3x4ds_3xci1","192403","92885",2021-06-01,99,99,1,99,,1,2021-06-30 00:00:00,2021-09-30 00:00:00,"0",,"94467172001A453A6D3D09F2253DB490"
"_3x4gc_3x9eh","190376","92972",2019-04-15,99,99,1,99,,1,2020-12-28 00:00:00,2021-01-29 00:00:00,"0",,"94467172001A453A6D3D09F2253DB490"
"_3x4wr_3x0x0","191624","93476",2021-08-05,99,99,99,,,1,2021-09-08 00:00:00,2021-12-29 00:00:00,"0",,"94467172001A453A6D3D09F2253DB490"
"_3x4x4_3xctk","192849","93487",2021-09-01,99,99,1,99,,1,2021-12-29 00:00:00,2021-12-29 00:00:00,"0",,"94467172001A453A6D3D09F2253DB490"
"_3x51i_3xao6","192850","93601",2021-08-05,99,99,1,99,,1,2021-12-29 00:00:00,2021-12-29 00:00:00,"0",,"94467172001A453A6D3D09F2253DB490"
"_3x574_3x0x7","192982","93786",2021-02-01,99,99,1,99,,1,2021-02-01 00:00:00,2021-04-02 00:00:00,"0",,"94467172001A453A6D3D09F2253DB490"
"_3x5a0_3xbk5","190154_28113","93921",2019-04-05,99,99,99,,,1,2020-12-28 00:00:00,2020-12-28 00:00:00,"0",,"94467172001A453A6D3D09F2253DB490"
"_3x5b0_3xd0x","192940","93956",2020-08-17,99,99,1,99,,1,2020-09-08 00:00:00,2021-12-28 00:00:00,"0",,"94467172001A453A6D3D09F2253DB490"
"_3x5gh_3xaf2","191930","94125",2019-08-16,99,99,1,99,,1,2020-12-28 00:00:00,2020-12-28 00:00:00,"0",,"94467172001A453A6D3D09F2253DB490"
"_3ymzs_3ymzu","193252","91266",2021-04-04,99,99,0,,99,1,2022-04-13 00:00:00,2022-04-13 00:00:00,"891",,"94467172001A453A6D3D09F2253DB490"
"4905145__3xa59","190154","90715",2021-04-05,99,99,1,99,,3,2021-09-16 00:00:00,2021-09-16 00:00:00,"0",,"94467172001A453A6D3D09F2253DB490"
"4905590__3xb8a","190156","91145",2021-01-15,99,99,0,,99,3,2021-09-20 00:00:00,2021-09-20 00:00:00,"0",,"94467172001A453A6D3D09F2253DB490"
"4905608__3x96w","190289","91162",2021-02-12,99,99,0,,99,3,2021-12-27 00:00:00,2021-12-27 00:00:00,"0",,"94467172001A453A6D3D09F2253DB490"
"4905681__3xadc","190853","91228",2021-09-20,99,99,1,99,,3,2021-09-20 00:00:00,2021-09-20 00:00:00,"0",,"94467172001A453A6D3D09F2253DB490"
"4905800__3x9qv","190153","91324",2021-09-14,99,99,0,,99,3,2021-09-14 00:00:00,2021-12-29 00:00:00,"0",,"94467172001A453A6D3D09F2253DB490"
"4906911__3x0jz","190109","92276",2021-07-01,99,99,1,99,,3,2021-07-23 00:00:00,2021-07-23 00:00:00,"0",,"94467172001A453A6D3D09F2253DB490"
"4907220__3x03k","192403_28015","92563",2021-07-27,99,99,99,,,3,2021-09-16 00:00:00,2021-09-16 00:00:00,"0",,"94467172001A453A6D3D09F2253DB490"
"4907585__3x0fs","192403","92885",2021-07-27,99,99,1,99,,3,2021-09-16 00:00:00,2021-09-16 00:00:00,"0",,"94467172001A453A6D3D09F2253DB490"
"4907676__3x9aq","190376","92972",2021-09-14,99,99,0,,99,3,2021-09-14 00:00:00,2021-09-14 00:00:00,"0",,"94467172001A453A6D3D09F2253DB490"
"4908242__3xdch","191624","93476",2021-08-05,99,99,0,,99,3,2022-03-16 00:00:00,2022-03-16 00:00:00,"0",,"94467172001A453A6D3D09F2253DB490"
"4908247__3x036","192849","93487",2021-09-09,99,99,1,99,,3,2022-03-16 00:00:00,2022-03-16 00:00:00,"0",,"94467172001A453A6D3D09F2253DB490"
"4908331__3xd4x","192850","93601",2021-08-05,99,99,1,99,,3,2022-03-16 00:00:00,2022-03-16 00:00:00,"0",,"94467172001A453A6D3D09F2253DB490"
"4908820__3xat9","191930","94125",2020-10-04,99,99,1,99,,3,2020-12-28 00:00:00,2020-12-28 00:00:00,"0",,"94467172001A453A6D3D09F2253DB490"
