"RowTotal","Stat","ReturnTime","HHType","HHChronic","HHVet","HHDisability","HHFleeingDV","HoHRace","HoHEthnicity","HHAdult","HHChild","HHNoDOB","HHAdultAge","HHParent","ESTStatus","ESTGeography","ESTLivingSit","ESTDestination","ESTChronic","ESTVet","ESTDisability","ESTFleeingDV","ESTAC3Plus","ESTAdultAge","ESTParent","RRHStatus","RRHMoveIn","RRHGeography","RRHLivingSit","RRHDestination","RRHPreMoveInDays","RRHChronic","RRHVet","RRHDisability","RRHFleeingDV","RRHAC3Plus","RRHAdultAge","RRHParent","PSHStatus","PSHMoveIn","PSHGeography","PSHLivingSit","PSHDestination","PSHHousedDays","PSHChronic","PSHVet","PSHDisability","PSHFleeingDV","PSHAC3Plus","PSHAdultAge","PSHParent","ESDays","THDays","ESTDays","RRHPSHPreMoveInDays","RRHHousedDays","SystemDaysNotPSHHoused","SystemHomelessDays","Other3917Days","TotalHomelessDays","SystemPath","ESTAHAR","RRHAHAR","PSHAHAR","ReportID"
1,1,-1,1,0,0,0,0,2,0,1,0,0,18,0,22,2,7,3,0,0,0,0,0,18,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,30,0,30,0,0,30,30,1094,1094,1,1,0,0,12345
1,1,-1,1,0,0,0,0,2,0,1,0,0,18,0,22,2,7,5,0,0,0,0,0,18,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,7,0,7,0,0,7,7,730,730,1,1,0,0,12345
1,1,-1,1,0,0,0,0,2,0,1,0,0,25,0,22,2,2,5,0,0,0,0,0,25,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,30,0,30,0,0,30,30,0,30,1,1,0,0,12345
1,1,-1,2,0,0,0,0,0,0,1,1,0,25,1,0,-1,-1,-1,0,0,0,0,0,-1,0,21,10,2,2,-1,30,0,0,0,0,0,25,1,0,0,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,30,180,180,30,30,30,4,0,1,0,12345
1,1,-1,2,0,0,0,0,0,0,1,1,0,25,1,21,2,7,-1,0,0,0,0,0,25,1,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,7,0,7,0,0,7,7,180,180,1,1,0,0,12345
1,1,-1,2,0,0,0,0,0,0,1,1,0,25,1,21,2,8,-1,0,0,0,0,0,25,1,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,30,0,30,0,0,30,30,180,180,1,1,0,0,12345
1,1,-1,2,0,0,0,0,2,0,1,1,0,18,1,22,2,5,4,0,0,0,0,0,18,1,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,60,0,60,0,0,60,60,7,60,1,1,0,0,12345
1,1,-1,2,0,0,0,0,2,0,1,1,0,18,1,22,2,5,13,0,0,0,0,0,18,1,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,7,0,7,0,0,7,7,180,180,1,1,0,0,12345
1,1,-1,2,0,0,0,0,2,0,1,1,0,25,1,0,-1,-1,-1,0,0,0,0,0,-1,0,21,10,2,2,-1,30,0,0,0,0,0,25,1,0,0,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,30,365,365,30,180,180,4,0,1,0,12345
1,1,-1,2,0,0,0,0,2,0,1,1,0,25,1,22,2,1,4,0,0,0,0,0,25,1,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,60,0,60,0,0,60,60,30,90,1,1,0,0,12345
1,1,-1,2,0,0,0,0,2,0,1,1,0,25,1,22,2,2,4,0,0,0,0,0,25,1,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,30,0,30,0,0,30,30,60,90,1,1,0,0,12345
1,1,-1,2,0,0,0,0,2,0,1,1,0,25,1,22,2,7,4,0,0,0,0,0,25,1,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,30,0,30,0,0,30,30,0,30,1,1,0,0,12345
1,1,-1,2,0,0,0,0,2,0,1,1,0,25,1,22,2,7,5,0,0,0,0,0,25,1,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,7,0,7,0,0,7,7,0,7,1,1,0,0,12345
1,1,-1,2,0,0,0,0,2,0,1,1,0,25,1,22,2,7,13,0,0,0,0,0,25,1,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,30,0,30,0,0,30,30,365,547,1,1,0,0,12345
1,1,-1,2,0,0,0,0,2,0,1,1,0,25,1,22,2,7,13,0,0,0,0,0,25,1,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,180,0,180,0,0,180,180,365,365,1,1,0,0,12345
1,1,-1,2,0,0,0,0,2,0,1,1,0,25,1,22,2,8,5,0,0,0,0,0,25,1,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,7,0,7,0,0,7,7,90,90,1,1,0,0,12345
1,1,-1,2,0,0,0,0,2,0,1,2,0,25,1,22,2,1,5,0,0,0,0,0,25,1,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,90,0,90,0,0,90,90,30,180,1,1,0,0,12345
1,1,-1,2,0,0,0,0,2,0,1,2,0,25,1,22,2,7,3,0,0,0,0,0,25,1,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,90,0,90,0,0,90,90,0,90,1,1,0,0,12345
1,1,-1,2,0,0,0,0,2,0,1,2,0,25,1,22,2,7,4,0,0,0,0,0,25,1,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,90,0,90,0,0,90,90,547,547,1,1,0,0,12345
1,1,-1,2,0,0,0,0,2,0,1,2,0,25,1,22,2,7,5,0,0,0,0,0,25,1,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,7,0,7,0,0,7,7,90,90,1,1,0,0,12345
1,1,-1,2,0,0,0,0,2,0,1,2,0,25,1,22,2,7,99,0,0,0,0,0,25,1,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,7,0,7,0,0,7,7,180,180,1,1,0,0,12345
1,1,-1,2,0,0,0,0,2,0,1,2,0,25,1,22,2,12,4,0,0,0,0,0,25,1,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,90,0,90,0,0,90,90,180,365,1,1,0,0,12345
1,1,-1,2,0,0,0,0,2,0,1,3,0,24,1,22,2,7,5,0,0,0,0,1,24,1,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,7,0,7,0,0,7,7,0,7,1,1,0,0,12345
1,1,-1,2,0,0,0,0,2,0,1,3,0,24,1,22,2,8,13,0,0,0,0,1,24,1,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,7,0,7,0,0,7,7,0,7,1,1,0,0,12345
1,1,-1,2,0,0,0,0,2,0,1,3,0,25,1,0,-1,-1,-1,0,0,0,0,0,-1,0,21,10,2,2,-1,30,0,0,0,0,1,25,1,0,0,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,30,180,365,30,90,180,4,0,1,0,12345
1,1,-1,2,0,0,0,0,2,0,1,3,0,25,1,22,2,2,5,0,0,0,0,1,25,1,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,60,0,60,0,0,60,60,60,180,1,1,0,0,12345
1,1,-1,2,0,0,0,0,2,0,1,3,0,25,1,22,2,7,4,0,0,0,0,1,25,1,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,7,0,7,0,0,7,7,0,7,1,1,0,0,12345
1,1,-1,2,0,0,0,0,2,0,2,1,0,25,1,0,-1,-1,-1,0,0,0,0,0,-1,0,21,10,2,2,-1,30,0,0,0,0,0,25,1,0,0,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,30,365,365,30,365,365,4,0,1,0,12345
1,1,-1,2,0,0,0,0,6,0,1,3,0,25,1,0,-1,-1,-1,0,0,0,0,0,-1,0,21,10,2,2,-1,30,0,0,0,0,1,25,1,0,0,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,30,365,365,30,365,365,4,0,1,0,12345
1,1,-1,2,0,0,0,0,6,0,1,3,0,25,1,22,2,1,13,0,0,0,0,1,25,1,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,7,0,7,0,0,7,7,90,90,1,1,0,0,12345
1,1,-1,2,0,0,0,0,6,0,1,3,0,25,1,22,2,5,13,0,0,0,0,1,25,1,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,30,0,30,0,0,30,30,1094,1094,1,1,0,0,12345
1,1,-1,2,0,0,1,0,2,0,1,1,0,18,1,22,2,7,5,0,0,1,0,0,18,1,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,30,0,30,0,0,30,30,365,365,1,1,0,0,12345
1,1,-1,2,0,0,1,0,2,0,1,1,0,25,1,0,-1,-1,-1,0,0,0,0,0,-1,0,21,10,2,2,-1,30,0,0,1,0,0,25,1,0,0,-1,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,30,365,365,30,180,180,4,0,1,0,12345
1,1,-1,2,0,0,1,0,2,0,1,3,0,25,1,21,2,2,-1,0,0,1,0,1,25,1,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,60,0,60,0,0,60,60,180,180,1,1,0,0,12345
1,1,-1,2,0,0,1,0,2,0,1,3,0,25,1,22,2,1,14,0,0,1,0,1,25,1,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,7,0,7,0,0,7,7,90,90,1,1,0,0,12345
2,1,-1,3,0,0,0,0,0,0,0,1,0,-1,0,22,2,7,5,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,7,0,7,0,0,7,7,0,7,1,1,0,0,12345
1,1,-1,3,0,0,0,0,0,0,0,1,0,-1,0,22,2,7,13,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,30,0,30,0,0,30,30,0,30,1,1,0,0,12345
1,1,-1,3,0,0,0,0,0,0,0,1,0,-1,0,22,2,16,8,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,7,0,7,0,0,7,7,0,7,1,1,0,0,12345
1,1,-1,3,0,0,0,0,1,1,0,1,0,-1,0,22,2,7,5,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,7,0,7,0,0,7,7,0,7,1,1,0,0,12345
1,1,-1,3,0,0,0,0,2,0,0,1,0,-1,0,22,2,6,5,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,7,0,7,0,0,7,7,0,7,1,1,0,0,12345
13,1,-1,3,0,0,0,0,2,0,0,1,0,-1,0,22,2,7,5,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,7,0,7,0,0,7,7,0,7,1,1,0,0,12345
2,1,-1,3,0,0,0,0,2,0,0,1,0,-1,0,22,2,7,5,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,30,0,30,0,0,30,30,0,30,1,1,0,0,12345
1,1,-1,3,0,0,0,0,2,0,0,1,0,-1,0,22,2,7,7,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,7,0,7,0,0,7,7,0,7,1,1,0,0,12345
1,1,-1,3,0,0,0,0,2,0,0,1,0,-1,0,22,2,7,11,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,30,0,30,0,0,30,30,0,30,1,1,0,0,12345
1,1,-1,3,0,0,0,0,2,0,0,1,0,-1,0,22,2,7,13,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,7,0,7,0,0,7,7,0,7,1,1,0,0,12345
10,1,-1,3,0,0,0,0,2,0,0,1,0,-1,0,22,2,7,99,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,7,0,7,0,0,7,7,0,7,1,1,0,0,12345
1,1,-1,3,0,0,0,0,2,0,0,1,0,-1,0,22,2,7,99,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,30,0,30,0,0,30,30,0,30,1,1,0,0,12345
2,1,-1,3,0,0,0,0,2,0,0,1,0,-1,0,22,2,7,99,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,60,0,60,0,0,60,60,0,60,1,1,0,0,12345
1,1,-1,3,0,0,0,0,2,0,0,1,0,-1,0,22,2,8,99,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,30,0,30,0,0,30,30,0,30,1,1,0,0,12345
1,1,-1,3,0,0,0,0,6,0,0,1,0,-1,0,22,2,7,5,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,7,0,7,0,0,7,7,0,7,1,1,0,0,12345
1,1,-1,3,0,0,0,0,6,0,0,1,0,-1,0,22,2,7,11,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,7,0,7,0,0,7,7,1094,1094,1,1,0,0,12345
1,1,-1,3,0,0,0,0,6,0,0,1,0,-1,0,22,2,7,13,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,7,0,7,0,0,7,7,0,7,1,1,0,0,12345
1,1,-1,3,0,0,0,0,6,0,0,1,0,-1,0,22,2,7,99,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,30,0,30,0,0,30,30,0,30,1,1,0,0,12345
1,1,-1,3,0,0,0,0,6,0,0,1,0,-1,0,22,2,8,9,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,30,0,30,0,0,30,30,0,30,1,1,0,0,12345
1,1,-1,3,0,0,0,0,6,0,0,1,0,-1,0,22,2,13,7,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,7,0,7,0,0,7,7,0,7,1,1,0,0,12345
1,1,-1,99,0,0,0,0,2,0,0,0,1,-1,0,22,2,13,99,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,30,0,30,0,0,30,30,0,30,1,1,0,0,12345
1,1,-1,99,0,0,0,0,2,0,0,1,1,-1,1,22,2,1,99,0,0,0,0,0,-1,1,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,7,0,7,0,0,7,7,180,180,1,1,0,0,12345
1,2,60,3,0,0,0,0,2,0,0,1,0,-1,0,22,2,7,13,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,7,0,7,0,0,7,7,0,7,1,1,0,0,12345
1,2,365,3,0,0,0,0,0,0,0,1,0,-1,0,22,2,7,5,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,7,0,7,0,0,7,7,0,7,1,1,0,0,12345
1,2,365,3,0,0,0,0,2,0,0,1,0,-1,0,22,2,7,99,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,7,0,7,0,0,7,7,0,7,1,1,0,0,12345
1,2,365,3,0,0,0,0,2,0,0,1,0,-1,0,22,2,7,99,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,0,0,-1,0,30,0,30,0,0,30,30,0,30,1,1,0,0,12345
